victim_id,victim_account_id,name,city,lat,long,fraud_type,amount_lost,complaint_timestamp
VIC_0204,VACC_0204,Simon Pant,Kolkata,22.585181,88.332951,KYC / SIM Block Extortion,182500,2026-06-14 02:25:00
VIC_0205,VACC_0205,Harini Mammen,Nellore,14.449776,79.984711,Fake Loan App Fraud,834997,2026-06-18 13:40:00
VIC_0206,VACC_0206,Advaith Varughese,Noida,28.541819,77.394625,Customer Care Search Hijack,485499,2026-07-24 00:44:00
VIC_0207,VACC_0207,Frederick Khurana,Gurugram,28.437446,77.040168,KYC / SIM Block Extortion,780994,2026-07-02 21:07:00
VIC_0208,VACC_0208,Vrinda Khosla,Kochi,9.929569,76.272573,Digital Arrest / CBI Impersonation,65500,2026-06-25 23:23:00
VIC_0209,VACC_0209,Vritti Sem,Mumbai,19.091612,72.878319,UPI Impersonation Fraud,51000,2026-06-06 23:12:00
VIC_0210,VACC_0210,Girik Menon,Kolkata,22.5757,88.362911,Part-time Telegram Job Scam,50000,2026-07-12 17:44:00
VIC_0211,VACC_0211,Nidhi Kohli,Coimbatore,11.014281,76.952221,Electricity Bill Threat Scam,121998,2026-06-08 08:34:00
VIC_0212,VACC_0212,Jyoti Solanki,Kolar,13.137596,78.137071,Customer Care Search Hijack,234000,2026-06-07 19:34:00
VIC_0213,VACC_0213,Pavani Narayanan,Mewat,28.066543,77.016763,Investment / Crypto Token Scam,116500,2026-07-13 18:12:00
VIC_0214,VACC_0214,Sudiksha Madan,Coimbatore,11.03698,76.92535,KYC / SIM Block Extortion,485998,2026-07-07 11:24:00
VIC_0215,VACC_0215,Zayan Kashyap,Noida,28.54427,77.391084,KYC / SIM Block Extortion,220497,2026-07-01 15:23:00
VIC_0216,VACC_0216,Reyansh Mutti,Hyderabad,17.303138,78.492685,Electricity Bill Threat Scam,137999,2026-06-22 12:08:00
VIC_0217,VACC_0217,Qasim Handa,Noida,28.522374,77.390226,Investment / Crypto Token Scam,588999,2026-07-14 04:48:00
VIC_0218,VACC_0218,Veda Malhotra,Nellore,14.483591,79.993371,Fake Loan App Fraud,112997,2026-06-10 19:29:00
VIC_0219,VACC_0219,Harish Hari,Chennai,13.068324,80.258486,Investment / Crypto Token Scam,197997,2026-06-21 21:28:00
VIC_0220,VACC_0220,Utkarsh Patel,Coimbatore,11.042663,76.994461,UPI Impersonation Fraud,194000,2026-06-13 14:10:00
VIC_0221,VACC_0221,Chasmum Atwal,Kochi,9.91471,76.267342,Digital Arrest / CBI Impersonation,598495,2026-06-28 06:04:00
VIC_0222,VACC_0222,Anusha Bath,Gurugram,28.455206,77.050999,Investment / Crypto Token Scam,15000,2026-06-16 19:09:00
VIC_0223,VACC_0223,Brinda Date,Jamtara,23.972105,86.800643,Part-time Telegram Job Scam,91999,2026-06-17 19:32:00
VIC_0224,VACC_0224,Harshil Arora,Noida,28.543297,77.366026,Electricity Bill Threat Scam,75999,2026-06-05 04:51:00
VIC_0225,VACC_0225,Upasna Srinivas,Chennai,13.104095,80.237409,Fake Loan App Fraud,172498,2026-07-03 15:40:00
VIC_0226,VACC_0226,Harini Gour,Gurugram,28.449882,77.069146,Part-time Telegram Job Scam,20999,2026-06-18 17:59:00
VIC_0227,VACC_0227,Zayyan Sridhar,Jamtara,23.937894,86.798256,Investment / Crypto Token Scam,295999,2026-06-04 23:41:00
VIC_0228,VACC_0228,Dhruv Rattan,Mumbai,19.081771,72.901624,Customer Care Search Hijack,258498,2026-06-28 09:25:00
VIC_0229,VACC_0229,Ethan Bera,Kolkata,22.53311,88.381954,KYC / SIM Block Extortion,387999,2026-06-18 12:23:00
VIC_0230,VACC_0230,Manthan Modi,Gurugram,28.432735,77.051271,Part-time Telegram Job Scam,113000,2026-06-29 14:59:00
VIC_0231,VACC_0231,Yuvraj Dani,Jamtara,23.966304,86.806519,Digital Arrest / CBI Impersonation,813496,2026-06-18 07:57:00
VIC_0232,VACC_0232,Upkaar Virk,Hyderabad,17.357693,78.497843,Fake Loan App Fraud,293498,2026-07-17 05:07:00
VIC_0233,VACC_0233,Shravya Savant,Bengaluru,12.948672,77.547101,UPI Impersonation Fraud,142998,2026-07-21 11:25:00
VIC_0234,VACC_0234,Pushti Mody,Chennai,13.091634,80.254501,UPI Impersonation Fraud,694497,2026-07-23 16:29:00
VIC_0235,VACC_0235,Hardik Johal,Nellore,14.425826,79.983417,Investment / Crypto Token Scam,136000,2026-07-13 23:21:00
VIC_0236,VACC_0236,Aishani Bumb,Nellore,14.4105,79.994878,Fake Loan App Fraud,50500,2026-07-15 14:52:00
VIC_0237,VACC_0237,Wriddhish Ghose,Kolar,13.135846,78.107353,KYC / SIM Block Extortion,321000,2026-06-05 14:12:00
VIC_0238,VACC_0238,Naksh Agate,Nellore,14.473624,79.997753,KYC / SIM Block Extortion,58497,2026-07-17 01:37:00
VIC_0239,VACC_0239,Shravya Singhal,Kolkata,22.503159,88.385821,Part-time Telegram Job Scam,480994,2026-07-15 01:36:00
VIC_0240,VACC_0240,Bachittar Kata,Nellore,14.414627,79.991141,Part-time Telegram Job Scam,211496,2026-06-17 03:22:00
VIC_0241,VACC_0241,Barkha Setty,Noida,28.579725,77.415917,Digital Arrest / CBI Impersonation,216500,2026-07-06 18:37:00
VIC_0242,VACC_0242,Vivaan Lalla,Mumbai,19.060311,72.843133,KYC / SIM Block Extortion,111998,2026-07-23 09:12:00
VIC_0243,VACC_0243,Pavani Contractor,Nellore,14.441065,79.987097,Electricity Bill Threat Scam,91000,2026-06-22 20:01:00
VIC_0244,VACC_0244,Manthan Lata,Nellore,14.464733,79.98449,Investment / Crypto Token Scam,468495,2026-07-12 01:21:00
VIC_0245,VACC_0245,Ekbal Bhasin,Jamtara,23.966223,86.814416,Fake Loan App Fraud,40999,2026-07-15 04:32:00
VIC_0246,VACC_0246,Damyanti Mani,Gurugram,28.437389,77.030836,Customer Care Search Hijack,334998,2026-06-24 19:57:00
VIC_0247,VACC_0247,Jeet Sidhu,Gurugram,28.460179,77.028787,UPI Impersonation Fraud,56000,2026-06-13 21:05:00
VIC_0248,VACC_0248,Neha Magar,Gurugram,28.450316,77.024932,Fake Loan App Fraud,167999,2026-07-03 07:53:00
VIC_0249,VACC_0249,Raksha Buch,Jamtara,23.951804,86.811133,Electricity Bill Threat Scam,136500,2026-06-04 22:24:00
VIC_0250,VACC_0250,Rachana Naidu,Mumbai,19.111288,72.870803,Customer Care Search Hijack,244497,2026-06-26 09:12:00
VIC_0251,VACC_0251,Atharv Chand,Hyderabad,17.341474,78.46387,Fake Loan App Fraud,196999,2026-06-29 13:52:00
VIC_0252,VACC_0252,Ansh Luthra,Mewat,28.110501,76.980794,Digital Arrest / CBI Impersonation,106500,2026-06-27 18:56:00
VIC_0253,VACC_0253,Parth Singhal,Gurugram,28.456552,77.011439,Part-time Telegram Job Scam,415996,2026-07-12 17:51:00
VIC_0254,VACC_0254,Arunima Golla,Noida,28.530037,77.406887,UPI Impersonation Fraud,272500,2026-07-05 14:47:00
VIC_0255,VACC_0255,Vyanjana Chand,Noida,28.500714,77.402805,KYC / SIM Block Extortion,370498,2026-07-21 14:46:00
VIC_0256,VACC_0256,Ijaya Rege,Mumbai,19.120241,72.889901,Part-time Telegram Job Scam,423998,2026-07-07 09:50:00
VIC_0257,VACC_0257,Ekani Cheema,Mewat,28.12003,77.001785,KYC / SIM Block Extortion,96000,2026-06-16 16:13:00
VIC_0258,VACC_0258,Forum Sabharwal,Kolkata,22.601128,88.390832,Investment / Crypto Token Scam,441496,2026-07-18 11:21:00
VIC_0259,VACC_0259,Bhavya Rattan,Kolar,13.134057,78.13224,Customer Care Search Hijack,156499,2026-06-17 13:46:00
VIC_0260,VACC_0260,Suhani Chakrabarti,Mewat,28.076842,76.995403,Customer Care Search Hijack,200999,2026-06-19 10:02:00
VIC_0261,VACC_0261,Zayyan Naik,Noida,28.542711,77.415069,Part-time Telegram Job Scam,35999,2026-06-17 07:03:00
VIC_0262,VACC_0262,Netra Varkey,Kochi,9.941883,76.254224,Fake Loan App Fraud,495497,2026-06-17 15:56:00
VIC_0263,VACC_0263,Turvi Sachdev,Kolkata,22.607201,88.391707,Part-time Telegram Job Scam,10999,2026-06-19 00:20:00
VIC_0264,VACC_0264,Raghav Vasa,Bengaluru,12.990424,77.606681,Customer Care Search Hijack,410499,2026-06-19 00:31:00
VIC_0265,VACC_0265,Wishi Sathe,Bengaluru,12.965217,77.601094,Customer Care Search Hijack,201000,2026-07-04 08:29:00
VIC_0266,VACC_0266,Samar Loke,Gurugram,28.487433,77.081354,Part-time Telegram Job Scam,291497,2026-06-18 17:56:00
VIC_0267,VACC_0267,Bhavna Sarma,Coimbatore,11.007741,76.986872,Digital Arrest / CBI Impersonation,188498,2026-07-08 01:52:00
VIC_0268,VACC_0268,Jairaj Balakrishnan,Bengaluru,12.98187,77.583367,Digital Arrest / CBI Impersonation,571997,2026-06-29 15:47:00
VIC_0269,VACC_0269,Nathan Mukhopadhyay,Mewat,28.120239,76.98403,Fake Loan App Fraud,372495,2026-06-07 21:57:00
VIC_0270,VACC_0270,Nikita Chander,Coimbatore,11.033086,76.957317,UPI Impersonation Fraud,471497,2026-07-16 02:45:00
VIC_0271,VACC_0271,Ishaan Shenoy,Kolkata,22.552932,88.344528,Fake Loan App Fraud,219498,2026-06-23 12:45:00
VIC_0272,VACC_0272,Mitesh Tara,Coimbatore,11.03274,76.961112,Customer Care Search Hijack,559998,2026-07-02 17:52:00
VIC_0273,VACC_0273,Yashodhara Mahajan,Coimbatore,10.998999,76.954995,Investment / Crypto Token Scam,339997,2026-07-23 01:33:00
VIC_0274,VACC_0274,Vasudha Sodhi,Coimbatore,11.013457,76.960385,Fake Loan App Fraud,339997,2026-07-25 04:00:00
VIC_0275,VACC_0275,Tanmayi Dhillon,Hyderabad,17.379171,78.468038,Part-time Telegram Job Scam,160997,2026-06-15 12:36:00
VIC_0276,VACC_0276,Rayaan Trivedi,Jamtara,23.959084,86.798567,Part-time Telegram Job Scam,331500,2026-06-23 12:30:00
VIC_0277,VACC_0277,Ekaraj Majumdar,Coimbatore,11.040704,76.960532,Digital Arrest / CBI Impersonation,399498,2026-07-23 16:14:00
VIC_0278,VACC_0278,Harini Tripathi,Coimbatore,11.029694,76.936734,KYC / SIM Block Extortion,444497,2026-06-26 05:54:00
VIC_0279,VACC_0279,Aarnav Mandal,Hyderabad,17.376411,78.428636,Investment / Crypto Token Scam,254499,2026-07-06 23:00:00
VIC_0280,VACC_0280,Vrishti Dixit,Gurugram,28.472181,77.042184,Digital Arrest / CBI Impersonation,695996,2026-06-22 07:34:00
VIC_0281,VACC_0281,Veda Pai,Chennai,13.064357,80.30067,Digital Arrest / CBI Impersonation,96000,2026-07-19 07:54:00
VIC_0282,VACC_0282,Krishna Shah,Chennai,13.084926,80.278557,Investment / Crypto Token Scam,91000,2026-06-09 19:29:00
VIC_0283,VACC_0283,Ranbir Khare,Coimbatore,11.009714,76.973358,UPI Impersonation Fraud,399498,2026-06-20 21:48:00
VIC_0284,VACC_0284,Vivaan Roy,Kochi,9.906556,76.312421,Customer Care Search Hijack,492498,2026-07-06 01:56:00
VIC_0285,VACC_0285,Eesha Solanki,Noida,28.539795,77.403881,Part-time Telegram Job Scam,96000,2026-07-13 10:47:00
VIC_0286,VACC_0286,Libni Doshi,Chennai,13.062752,80.280735,Electricity Bill Threat Scam,86999,2026-06-05 16:12:00
VIC_0287,VACC_0287,Balhaar Date,Jamtara,23.953784,86.807112,Part-time Telegram Job Scam,100000,2026-06-27 12:10:00
VIC_0288,VACC_0288,Harish Sarraf,Mumbai,19.064085,72.873941,UPI Impersonation Fraud,435499,2026-07-11 20:01:00
VIC_0289,VACC_0289,Tanmayi Aurora,Kolar,13.149885,78.136747,Fake Loan App Fraud,621999,2026-07-08 07:40:00
VIC_0290,VACC_0290,Nimrat Dubey,Kolkata,22.547016,88.380825,KYC / SIM Block Extortion,228998,2026-06-07 09:22:00
VIC_0291,VACC_0291,Upasna Lanka,Mewat,28.101143,76.99033,Digital Arrest / CBI Impersonation,333498,2026-06-05 01:38:00
VIC_0292,VACC_0292,Mitali Buch,Gurugram,28.470716,77.004686,Fake Loan App Fraud,141500,2026-06-28 20:33:00
VIC_0293,VACC_0293,Lajita Nadig,Mumbai,19.099204,72.893428,Digital Arrest / CBI Impersonation,106999,2026-07-10 10:45:00
VIC_0294,VACC_0294,Balendra Biswas,Jamtara,23.982342,86.782082,UPI Impersonation Fraud,26000,2026-07-12 19:30:00
VIC_0295,VACC_0295,Bhavna Karan,Mewat,28.104313,76.980918,Digital Arrest / CBI Impersonation,313498,2026-07-14 09:21:00
VIC_0296,VACC_0296,Radha Chaudhari,Nellore,14.454451,80.006548,Part-time Telegram Job Scam,62000,2026-07-01 21:36:00
VIC_0297,VACC_0297,Sachi Ganesan,Gurugram,28.477772,77.044026,Electricity Bill Threat Scam,121000,2026-06-14 20:51:00
VIC_0298,VACC_0298,Ayush Batra,Mumbai,19.100243,72.889622,Electricity Bill Threat Scam,675997,2026-07-19 10:14:00
VIC_0299,VACC_0299,Daksh Memon,Chennai,13.096243,80.325727,Electricity Bill Threat Scam,121500,2026-06-05 09:40:00
VIC_0300,VACC_0300,Kavya Sankar,Noida,28.535324,77.396623,KYC / SIM Block Extortion,76000,2026-06-27 10:37:00
VIC_0301,VACC_0301,Yash Wali,Bengaluru,12.945211,77.546041,UPI Impersonation Fraud,75999,2026-07-17 23:46:00
VIC_0302,VACC_0302,Pranit Garde,Chennai,13.077892,80.266607,Digital Arrest / CBI Impersonation,684995,2026-06-16 08:53:00
VIC_0303,VACC_0303,Farhan Raja,Jamtara,23.956922,86.789242,Part-time Telegram Job Scam,10999,2026-07-09 08:40:00
VIC_0304,VACC_0304,Widisha Dhar,Mumbai,19.090068,72.887276,Digital Arrest / CBI Impersonation,237999,2026-07-05 07:17:00
VIC_0305,VACC_0305,Triya Kumar,Mumbai,19.052891,72.850366,Electricity Bill Threat Scam,47499,2026-06-16 16:00:00
VIC_0306,VACC_0306,Aadhya Andra,Kolkata,22.581026,88.31619,Fake Loan App Fraud,153498,2026-07-13 10:27:00
VIC_0307,VACC_0307,Bhavna Dugar,Mewat,28.123039,76.971802,Fake Loan App Fraud,111500,2026-06-12 12:42:00
VIC_0308,VACC_0308,Riya Pai,Nellore,14.434635,80.009836,KYC / SIM Block Extortion,773496,2026-07-17 02:18:00
VIC_0309,VACC_0309,Panini Krishna,Jamtara,23.958535,86.823123,Digital Arrest / CBI Impersonation,244498,2026-06-08 11:54:00
VIC_0310,VACC_0310,Chasmum Issac,Kochi,9.944358,76.290443,Digital Arrest / CBI Impersonation,248499,2026-06-29 17:52:00
VIC_0311,VACC_0311,Vasudha Chhabra,Mumbai,19.095326,72.913204,Part-time Telegram Job Scam,161499,2026-06-18 14:43:00
VIC_0312,VACC_0312,Lakshmi Parmer,Chennai,13.101697,80.286544,UPI Impersonation Fraud,198497,2026-07-05 21:57:00
VIC_0313,VACC_0313,Chakrika Bains,Hyderabad,17.339707,78.481,Part-time Telegram Job Scam,145500,2026-07-12 22:45:00
VIC_0314,VACC_0314,Anvi Anand,Coimbatore,11.031666,76.946883,Customer Care Search Hijack,111500,2026-06-29 20:22:00
VIC_0315,VACC_0315,Watika Mangat,Hyderabad,17.3739,78.505149,Digital Arrest / CBI Impersonation,86998,2026-06-05 09:22:00
VIC_0316,VACC_0316,Indira Kanda,Mewat,28.100878,77.027553,Fake Loan App Fraud,408995,2026-07-15 08:16:00
VIC_0317,VACC_0317,Zashil Devan,Noida,28.556358,77.376965,KYC / SIM Block Extortion,304998,2026-06-14 02:23:00
VIC_0318,VACC_0318,Balveer More,Jamtara,23.95819,86.801312,Customer Care Search Hijack,415998,2026-06-05 19:27:00
VIC_0319,VACC_0319,Bahadurjit Patla,Mewat,28.072155,76.985656,Investment / Crypto Token Scam,651996,2026-06-21 09:03:00
VIC_0320,VACC_0320,Gautam Merchant,Gurugram,28.48502,76.996373,Part-time Telegram Job Scam,386996,2026-06-15 02:21:00
VIC_0321,VACC_0321,Ojasvi Gill,Mewat,28.098446,76.990665,Investment / Crypto Token Scam,151998,2026-07-14 09:52:00
VIC_0322,VACC_0322,Kevin Zacharia,Kochi,9.916927,76.283142,Part-time Telegram Job Scam,253499,2026-07-20 12:13:00
VIC_0323,VACC_0323,Yachana Mahajan,Kolar,13.149065,78.117895,Electricity Bill Threat Scam,46000,2026-07-06 01:59:00
VIC_0324,VACC_0324,Aarini Subramaniam,Noida,28.564317,77.402215,UPI Impersonation Fraud,122499,2026-06-19 06:23:00
VIC_0325,VACC_0325,Hamsini Contractor,Noida,28.516162,77.42288,Part-time Telegram Job Scam,181500,2026-06-21 00:33:00
VIC_0326,VACC_0326,Faqid Dhaliwal,Hyderabad,17.387464,78.496103,Part-time Telegram Job Scam,951996,2026-06-17 14:21:00
VIC_0327,VACC_0327,Mekhala Pau,Mumbai,19.086091,72.893971,Digital Arrest / CBI Impersonation,177999,2026-06-07 00:54:00
VIC_0328,VACC_0328,Megha Atwal,Kolkata,22.580095,88.362942,Electricity Bill Threat Scam,516496,2026-06-08 05:23:00
VIC_0329,VACC_0329,Jatin Sha,Chennai,13.132342,80.271167,Customer Care Search Hijack,127998,2026-06-04 17:37:00
VIC_0330,VACC_0330,Adweta Raj,Mumbai,19.07514,72.86883,Fake Loan App Fraud,253997,2026-06-21 02:12:00
VIC_0331,VACC_0331,Hritik Kaur,Mewat,28.115393,77.007664,Investment / Crypto Token Scam,286499,2026-07-13 06:30:00
VIC_0332,VACC_0332,Aryan Narang,Gurugram,28.454782,77.007633,Electricity Bill Threat Scam,631498,2026-07-02 04:49:00
VIC_0333,VACC_0333,Dev Shetty,Hyderabad,17.432369,78.504774,Customer Care Search Hijack,202999,2026-06-13 10:54:00
VIC_0334,VACC_0334,Nilima Dada,Kochi,9.9365,76.285996,Digital Arrest / CBI Impersonation,15999,2026-07-23 06:37:00
VIC_0335,VACC_0335,Chakradev Barad,Nellore,14.469919,79.971025,UPI Impersonation Fraud,520999,2026-07-02 06:48:00
VIC_0336,VACC_0336,Waida D’Alia,Kolar,13.129969,78.132793,Fake Loan App Fraud,26000,2026-07-12 20:35:00
VIC_0337,VACC_0337,Wahab Yogi,Mewat,28.111613,77.017551,Digital Arrest / CBI Impersonation,397997,2026-06-28 15:13:00
VIC_0338,VACC_0338,Lipika Setty,Kolar,13.115719,78.141073,Customer Care Search Hijack,75000,2026-07-20 01:01:00
VIC_0339,VACC_0339,Oni Dubey,Kolkata,22.575903,88.367543,Customer Care Search Hijack,142000,2026-06-14 00:25:00
VIC_0340,VACC_0340,Hardik Suri,Mumbai,19.076472,72.899268,Electricity Bill Threat Scam,146998,2026-07-03 00:30:00
VIC_0341,VACC_0341,Ati Bali,Kolkata,22.617209,88.38427,Investment / Crypto Token Scam,353998,2026-07-21 19:38:00
VIC_0342,VACC_0342,Teerth Sawhney,Kolkata,22.562376,88.397353,Digital Arrest / CBI Impersonation,742995,2026-07-07 23:40:00
VIC_0343,VACC_0343,Warinder Patil,Hyderabad,17.381804,78.498635,Fake Loan App Fraud,135500,2026-06-10 02:14:00
VIC_0344,VACC_0344,Jhalak Parmer,Mumbai,19.042862,72.902342,Customer Care Search Hijack,66000,2026-06-20 19:25:00
VIC_0345,VACC_0345,Mitali Majumdar,Bengaluru,12.934663,77.596754,Digital Arrest / CBI Impersonation,335999,2026-06-27 18:17:00
VIC_0346,VACC_0346,Jason Sha,Gurugram,28.469108,77.012082,UPI Impersonation Fraud,141000,2026-07-20 04:09:00
VIC_0347,VACC_0347,Simon Bail,Kolkata,22.601977,88.343384,Fake Loan App Fraud,100999,2026-07-01 15:59:00
VIC_0348,VACC_0348,Gauri Kohli,Mumbai,19.051324,72.97119,Part-time Telegram Job Scam,284499,2026-06-24 17:35:00
VIC_0349,VACC_0349,Samesh Biswas,Bengaluru,12.986399,77.557454,Fake Loan App Fraud,20000,2026-07-16 09:57:00
VIC_0350,VACC_0350,Tarak Kaul,Bengaluru,12.954488,77.632548,KYC / SIM Block Extortion,15500,2026-06-24 22:55:00
VIC_0351,VACC_0351,Manbir Agate,Kolar,13.130242,78.138841,Part-time Telegram Job Scam,77498,2026-06-13 12:06:00
VIC_0352,VACC_0352,Maanav De,Bengaluru,12.98418,77.642426,Investment / Crypto Token Scam,26500,2026-07-04 18:08:00
VIC_0353,VACC_0353,Owen Choudhary,Kochi,9.926374,76.275399,UPI Impersonation Fraud,257499,2026-07-02 09:03:00
VIC_0354,VACC_0354,Karan Aurora,Hyderabad,17.407734,78.522237,KYC / SIM Block Extortion,420998,2026-07-19 04:19:00
VIC_0355,VACC_0355,Wazir Naik,Chennai,13.097311,80.279054,KYC / SIM Block Extortion,208000,2026-06-11 09:03:00
VIC_0356,VACC_0356,Owen Lanka,Kochi,9.926885,76.257368,KYC / SIM Block Extortion,156500,2026-06-21 03:10:00
VIC_0357,VACC_0357,Jonathan Sama,Noida,28.54374,77.424025,Investment / Crypto Token Scam,105000,2026-06-17 01:35:00
VIC_0358,VACC_0358,Devansh Soni,Jamtara,24.00301,86.791195,Part-time Telegram Job Scam,558996,2026-07-16 16:52:00
VIC_0359,VACC_0359,Janaki Varghese,Hyderabad,17.380983,78.544725,Investment / Crypto Token Scam,25000,2026-06-24 15:33:00
VIC_0360,VACC_0360,Siya Thakur,Gurugram,28.419939,77.036533,Part-time Telegram Job Scam,491497,2026-07-08 10:02:00
VIC_0361,VACC_0361,Caleb Verma,Mumbai,19.088523,72.884729,Part-time Telegram Job Scam,541999,2026-06-16 10:56:00
VIC_0362,VACC_0362,Tara Balasubramanian,Kolkata,22.578377,88.381651,Fake Loan App Fraud,383998,2026-07-10 04:34:00
VIC_0363,VACC_0363,Varenya Ratti,Coimbatore,11.017168,76.937395,Investment / Crypto Token Scam,471997,2026-06-20 02:41:00
VIC_0364,VACC_0364,Hritik Swaminathan,Coimbatore,10.97744,76.970487,Customer Care Search Hijack,247499,2026-06-05 23:09:00
VIC_0365,VACC_0365,Ethan Buch,Gurugram,28.46906,77.014663,Fake Loan App Fraud,178999,2026-06-20 12:58:00
VIC_0366,VACC_0366,Manbir Bhatti,Coimbatore,10.982605,76.962741,Investment / Crypto Token Scam,363999,2026-06-15 20:49:00
VIC_0367,VACC_0367,Anvi Nair,Mumbai,19.060043,72.879835,Investment / Crypto Token Scam,121500,2026-06-17 18:17:00
VIC_0368,VACC_0368,Chaitaly Setty,Noida,28.557675,77.397966,Customer Care Search Hijack,105500,2026-07-14 20:05:00
VIC_0369,VACC_0369,Hardik Contractor,Kolar,13.133508,78.117384,Customer Care Search Hijack,258496,2026-07-20 06:35:00
VIC_0370,VACC_0370,Qushi Seth,Mewat,28.091731,76.972901,Fake Loan App Fraud,630999,2026-06-19 08:50:00
VIC_0371,VACC_0371,Odika Nori,Gurugram,28.481377,77.036417,Electricity Bill Threat Scam,963497,2026-07-13 19:10:00
VIC_0372,VACC_0372,Mohini Sagar,Mewat,28.106897,76.987388,Investment / Crypto Token Scam,125500,2026-07-15 00:54:00
VIC_0373,VACC_0373,Dhriti Sane,Mumbai,19.069985,72.841397,Electricity Bill Threat Scam,243499,2026-06-25 20:55:00
VIC_0374,VACC_0374,Aadhya Prasad,Kolar,13.142628,78.124503,Part-time Telegram Job Scam,90500,2026-07-13 14:05:00
VIC_0375,VACC_0375,Urvi Bhavsar,Hyderabad,17.392928,78.516903,Electricity Bill Threat Scam,152498,2026-06-19 16:35:00
VIC_0376,VACC_0376,Frederick Chander,Noida,28.535115,77.412242,Part-time Telegram Job Scam,258998,2026-06-07 09:28:00
VIC_0377,VACC_0377,Gopal Pradhan,Coimbatore,11.037365,76.912007,Investment / Crypto Token Scam,912998,2026-07-08 11:47:00
VIC_0378,VACC_0378,Darpan Narayan,Mumbai,19.099519,72.857899,Fake Loan App Fraud,242000,2026-06-10 06:00:00
VIC_0379,VACC_0379,Nirja Pandya,Kolkata,22.571746,88.357894,Digital Arrest / CBI Impersonation,223499,2026-07-04 06:49:00
VIC_0380,VACC_0380,Charan Mani,Kolar,13.159818,78.121577,KYC / SIM Block Extortion,213000,2026-06-24 01:26:00
VIC_0381,VACC_0381,Indira Chawla,Nellore,14.462165,79.982557,Electricity Bill Threat Scam,314498,2026-07-16 12:55:00
VIC_0382,VACC_0382,Mohammed Subramaniam,Nellore,14.475115,79.960708,Investment / Crypto Token Scam,445496,2026-06-06 04:11:00
VIC_0383,VACC_0383,Hritik Palla,Hyderabad,17.399143,78.498161,UPI Impersonation Fraud,407498,2026-06-20 00:35:00
VIC_0384,VACC_0384,Ishwar Mallick,Noida,28.57271,77.385511,Electricity Bill Threat Scam,279497,2026-07-19 03:53:00
VIC_0385,VACC_0385,Pushti Bal,Coimbatore,10.984781,76.944239,Investment / Crypto Token Scam,234499,2026-06-13 10:51:00
VIC_0386,VACC_0386,Ayush Gole,Kolkata,22.586421,88.358263,Part-time Telegram Job Scam,278498,2026-07-08 10:37:00
VIC_0387,VACC_0387,Dayamai Nori,Nellore,14.433301,79.991859,Investment / Crypto Token Scam,152499,2026-07-18 11:00:00
VIC_0388,VACC_0388,Abeer Golla,Bengaluru,13.007162,77.608159,KYC / SIM Block Extortion,141999,2026-07-06 02:20:00
VIC_0389,VACC_0389,Nandini Boase,Gurugram,28.394959,77.025087,KYC / SIM Block Extortion,197998,2026-07-06 04:38:00
VIC_0390,VACC_0390,Azaan Chand,Mewat,28.108829,77.004881,Fake Loan App Fraud,433995,2026-06-07 02:48:00
VIC_0391,VACC_0391,Krisha Saini,Kolar,13.142588,78.128096,Digital Arrest / CBI Impersonation,50000,2026-07-07 09:41:00
VIC_0392,VACC_0392,Harita Dugar,Kochi,9.922526,76.25742,KYC / SIM Block Extortion,548500,2026-06-26 21:40:00
VIC_0393,VACC_0393,Devika Nair,Noida,28.51745,77.402399,KYC / SIM Block Extortion,180500,2026-06-23 21:28:00
VIC_0394,VACC_0394,Charles Dugal,Gurugram,28.486796,76.992863,Fake Loan App Fraud,36000,2026-06-10 14:21:00
VIC_0395,VACC_0395,Chandran Bumb,Kochi,9.908592,76.259089,Digital Arrest / CBI Impersonation,507997,2026-06-26 16:48:00
VIC_0396,VACC_0396,Saanvi Samra,Chennai,13.0798,80.267131,Electricity Bill Threat Scam,133998,2026-06-09 17:05:00
VIC_0397,VACC_0397,Riya Sachdeva,Kolar,13.124688,78.134678,UPI Impersonation Fraud,75500,2026-06-20 14:21:00
VIC_0398,VACC_0398,Tanveer Vala,Mumbai,19.093304,72.88178,Electricity Bill Threat Scam,268499,2026-06-11 09:29:00
VIC_0399,VACC_0399,Hemani Sani,Chennai,13.108982,80.26165,Digital Arrest / CBI Impersonation,97999,2026-07-02 05:59:00
VIC_0400,VACC_0400,Bhanumati Sur,Noida,28.53454,77.424789,Investment / Crypto Token Scam,488498,2026-06-08 15:41:00
VIC_0401,VACC_0401,Chakradev Kannan,Mewat,28.087604,76.998882,Digital Arrest / CBI Impersonation,274498,2026-06-25 23:10:00
VIC_0402,VACC_0402,Christopher Amble,Gurugram,28.451518,77.001894,Fake Loan App Fraud,137498,2026-06-25 14:32:00
VIC_0403,VACC_0403,Charvi Kakar,Chennai,13.084201,80.239438,Digital Arrest / CBI Impersonation,578995,2026-07-25 06:13:00
VIC_0404,VACC_0404,Aadhya Mann,Coimbatore,10.996311,76.954255,KYC / SIM Block Extortion,703496,2026-07-17 19:40:00
VIC_0405,VACC_0405,Jagdish Amble,Chennai,13.073215,80.283212,UPI Impersonation Fraud,216999,2026-07-20 09:36:00
VIC_0406,VACC_0406,Qushi Gill,Bengaluru,12.985324,77.550825,Part-time Telegram Job Scam,110999,2026-07-17 18:15:00
